epoch,train_loss
0,1.888822
1,1.363316
2,1.164529
3,1.025929
4,0.932643
5,0.850202
6,0.787042
7,0.733033
8,0.697582
9,0.649001
10,0.630585
11,0.611168
12,0.594615
13,0.581294
14,0.559183
15,0.547839
16,0.543177
17,0.526137
18,0.514267
19,0.518676
20,0.504640
21,0.507174
22,0.495626
23,0.495433
24,0.493666
25,0.490564
26,0.487491
27,0.473824
28,0.482182
29,0.469429
30,0.466193
31,0.468189
32,0.472071
33,0.463123
34,0.457428
35,0.455217
36,0.460472
37,0.450956
38,0.448541
39,0.452928
40,0.440348
41,0.458207
42,0.455412
43,0.449583
44,0.448763
45,0.442935
46,0.445240
47,0.444869
48,0.444300
49,0.443424
50,0.448959
51,0.442943
52,0.441367
53,0.441405
54,0.435389
55,0.432596
56,0.431444
57,0.431689
58,0.428729
59,0.431966
60,0.434179
61,0.434737
62,0.429395
63,0.434940
64,0.438381
65,0.428890
66,0.433344
67,0.427620
68,0.426528
69,0.429161
70,0.428743
71,0.426844
72,0.429874
73,0.425143
74,0.418572
75,0.441110
76,0.427603
77,0.421947
78,0.428059
79,0.423090
80,0.425019
81,0.417465
82,0.421050
83,0.420027
84,0.429769
85,0.430875
86,0.426317
87,0.426689
88,0.424816
89,0.420499
90,0.435680
91,0.426240
92,0.430515
93,0.423458
94,0.423345
95,0.429027
96,0.416752
97,0.425482
98,0.423587
99,0.417966
100,0.430236
101,0.283004
102,0.222315
103,0.200224
104,0.183945
105,0.174652
106,0.164401
107,0.153273
108,0.142546
109,0.140955
110,0.127878
111,0.127114
112,0.119652
113,0.116918
114,0.112331
115,0.105945
116,0.103229
117,0.105681
118,0.097961
119,0.094437
120,0.095071
121,0.094225
122,0.095157
123,0.089571
124,0.091993
125,0.090638
126,0.087418
127,0.084388
128,0.087548
129,0.087220
130,0.088729
131,0.086867
132,0.086732
133,0.089161
134,0.091771
135,0.087768
136,0.083878
137,0.092120
138,0.087124
139,0.084765
140,0.090448
141,0.086673
142,0.086521
143,0.085411
144,0.090410
145,0.090096
146,0.087151
147,0.087436
148,0.091898
149,0.089893
150,0.085506
151,0.093005
152,0.091882
153,0.091694
154,0.094789
155,0.085375
156,0.085785
157,0.089619
158,0.088322
159,0.089301
160,0.092889
161,0.092326
162,0.085189
163,0.093866
164,0.089939
165,0.088642
166,0.089793
167,0.086137
168,0.087095
169,0.089024
170,0.093626
171,0.088835
172,0.091047
173,0.084718
174,0.089822
175,0.089746
176,0.089938
177,0.095355
178,0.086527
179,0.086395
180,0.085982
181,0.082183
182,0.088613
183,0.086535
184,0.086005
185,0.080140
186,0.087436
187,0.085878
188,0.087914
189,0.083395
190,0.087840
191,0.088984
192,0.083789
193,0.085328
194,0.088283
195,0.085788
196,0.086776
197,0.085976
198,0.085253
199,0.088043
200,0.087080
201,0.090884
202,0.085547
203,0.081949
204,0.084227
205,0.087514
206,0.084910
207,0.085632
208,0.084078
209,0.079376
210,0.081370
211,0.080468
212,0.087395
213,0.079396
214,0.082365
215,0.082283
216,0.083101
217,0.082830
218,0.082234
219,0.082469
220,0.079339
221,0.087397
222,0.082256
223,0.077245
224,0.086979
225,0.078007
226,0.087819
227,0.080719
228,0.079022
229,0.081263
230,0.081277
231,0.077755
232,0.074558
233,0.079948
234,0.079242
235,0.080485
236,0.078065
237,0.080143
238,0.078333
239,0.075185
240,0.079704
241,0.079060
242,0.079247
243,0.081943
244,0.078337
245,0.078101
246,0.079270
247,0.077860
248,0.079075
249,0.079852
250,0.079969
251,0.079904
252,0.087376
253,0.079651
254,0.076802
255,0.080423
256,0.081489
257,0.082316
258,0.078279
259,0.077502
260,0.079561
261,0.078910
262,0.079358
263,0.084064
264,0.075948
265,0.075733
266,0.081760
267,0.070031
268,0.076389
269,0.074579
270,0.077950
271,0.074587
272,0.074907
273,0.079043
274,0.074488
275,0.082909
276,0.076086
277,0.073901
278,0.076170
279,0.076135
280,0.075979
281,0.077128
282,0.076196
283,0.073504
284,0.077417
285,0.074922
286,0.074779
287,0.082803
288,0.079642
289,0.074895
290,0.077477
291,0.072582
292,0.072755
293,0.076246
294,0.074470
295,0.076189
296,0.075756
297,0.078544
298,0.078534
299,0.075240
